지역,시기,연도,월,온열질환자수,기초생활수급자수,지역생산,녹지면적,하천면적,노인인구수,비만인구수,장애인수,성별_남,성별_여,재정자립도,인구밀도,응급의료기관당수용인원,인구수,기온,습도
강원강릉시,Jun-14,2014,6,1,6971,4374447,897643,3752055,353.060252,806,13027,107149,108658,17.4,207.43,53951.75,215807,23.10333353,89.5625
강원강릉시,Jul-14,2014,7,6,6984,4374447,897643,3752055,353.088064,806,13029,107149,108658,17.4,207.43,53956,215824,28.92903219,82.35483871
강원강릉시,Aug-14,2014,8,0,6970,4374447,897643,3752055,352.919556,806,13032,107149,108658,17.4,207.43,53930.25,215721,25.54838713,87.4137931
강원강릉시,Jun-15,2015,6,2,6872,4740366,631663,3752055,363.930588,804,13026,106545,108015,17.4,206.23,53772.25,215089,26.26250006,83.625
강원강릉시,Jul-15,2015,7,8,6973,4740366,631663,3752055,363.705552,804,13032,106545,108015,17.4,206.23,71652,214956,23.75161281,92.96774194
강원강릉시,Aug-15,2015,8,9,7278,4740366,631663,3752055,363.512664,804,13006,106545,108015,17.4,206.23,53710.5,214842,28.30344838,92.65517241
강원강릉시,Jun-16,2016,6,2,8912,5019567,631663,3752055,372.234412,840,12987,106231,107615,17.1,205.55,53543.5,214174,25.77499997,93.34375
강원강릉시,Jul-16,2016,7,3,8952,5019567,631663,3752055,372.16663,840,13002,106231,107615,17.1,205.55,53533.75,214135,25.16774194,95.16129032
강원강릉시,Aug-16,2016,8,5,8963,5019567,631663,3752055,372.02759,840,13016,106231,107615,17.1,205.55,53513.75,214055,28.94482728,92.82758621
강원강릉시,Jun-17,2017,6,1,8619,5295106,631663,6955761,386.273355,865,13134,106286,107666,18.7,205.68,53441.25,213765,25.12500003,90.71875
강원강릉시,Jul-17,2017,7,10,8607,5295106,631663,6955761,386.177584,865,13155,106286,107666,18.7,205.68,71237.33333,213712,27.42580655,89.64516129
강원강릉시,Aug-17,2017,8,3,8587,5295106,631663,6955761,386.080006,865,13181,106286,107666,18.7,205.68,71219.33333,213658,25.3758619,94.86206897
강원강릉시,Jun-18,2018,6,2,8483,5326931,628073,6961234,403.188177,875,13313,105697,107260,18.2,204.63,70996.33333,212989,24.971875,89.375
강원강릉시,Jul-18,2018,7,21,8470,5326931,628073,6961234,402.879618,875,13341,105697,107260,18.2,204.63,70942,212826,28.61935468,83.70967742
강원강릉시,Aug-18,2018,8,6,8512,5326931,628073,6961234,402.692211,875,13355,105697,107260,18.2,204.63,70909,212727,28.09310348,92.72413793
강원강릉시,Jun-19,2019,6,1,10187,5679304,628073,6961234,420.971118,870,13413,105893,107549,17.4,205.08,71122,213366,25.85312481,87.40625
강원강릉시,Jul-19,2019,7,3,10285,5679304,628073,6961234,420.935604,870,13442,105893,107549,17.4,205.08,71116,213348,25.47419348,91.4516129
강원강릉시,Aug-19,2019,8,0,10315,5679304,628073,6961234,420.909955,870,13450,105893,107549,17.4,205.08,71111.66667,213335,28.17931034,88.37931034
강원강릉시,Jun-20,2020,6,3,11398,5679304,585475,6961234,440.839273,880,13487,105794,107527,17.8,204.96,70954.33333,212863,26.95000013,89.5
강원강릉시,Jul-20,2020,7,0,11478,5679304,585475,6961234,441.077438,880,13510,105794,107527,17.8,204.96,70992.66667,212978,24.13225794,92.64516129
강원강릉시,Aug-20,2020,8,5,11496,5679304,585475,6961234,440.988385,880,13514,105794,107527,17.8,204.96,70978.33333,212935,28.30000021,94.06896552
강원강릉시,Jun-21,2021,6,1,12216,5792890,585475,6961234,462.8052,879,13516,105667,107298,15.5,204.63,70928,212784,26.31250019,91.53125
강원강릉시,Jul-21,2021,7,4,12241,5792890,585475,6961234,463.181475,879,13532,105667,107298,15.5,204.63,70985.66667,212957,25.77096768,95.09677419
강원강릉시,Aug-21,2021,8,4,12249,5792890,585475,6961234,463.329375,879,13537,105667,107298,15.5,204.63,53256.25,213025,26.32758628,94.20689655
강원고성군,Jun-14,2014,6,0,1280,846914,9412,7568559,68.256595,785,2307,16107,14162,8,45.57,0,30269,22.60000007,91.71875
강원고성군,Jul-14,2014,7,0,1284,846914,9412,7568559,67.823635,785,2294,16107,14162,8,45.57,0,30077,28.94516116,90.61290323
강원고성군,Aug-14,2014,8,0,1274,846914,9412,7568559,67.629705,785,2295,16107,14162,8,45.57,0,29991,25.90967745,94.10344828
강원고성군,Jun-15,2015,6,0,1194,900623,9412,7568559,69.332196,809,2278,15981,14079,7.8,45.25,0,30066,25.275,90.625
강원고성군,Jul-15,2015,7,0,1229,900623,9412,7568559,68.884832,809,2273,15981,14079,7.8,45.25,0,29872,22.96774203,96.48387097
강원고성군,Aug-15,2015,8,0,1298,900623,9412,7568559,68.532014,809,2273,15981,14079,7.8,45.25,0,29719,27.41379307,92.75862069
강원고성군,Jun-16,2016,6,0,1441,942735,9412,7568559,69.221636,805,2286,15899,14215,9.2,45.33,0,29381,24.44062516,93.59375
강원고성군,Jul-16,2016,7,0,1426,942735,9412,7568559,68.986036,805,2289,15899,14215,9.2,45.33,0,29281,23.56451603,94.5483871
강원고성군,Aug-16,2016,8,0,1415,942735,9412,7568559,68.415884,805,2289,15899,14215,9.2,45.33,0,29039,27.69655166,94.06896552
강원고성군,Jun-17,2017,6,0,1346,984633,2720,7568559,70.368645,744,2342,15817,14212,9.1,45.21,0,29235,25.46562494,92.71875
강원고성군,Jul-17,2017,7,0,1342,984633,9412,7568559,70.06777,744,2332,15817,14212,9.1,45.21,0,29110,27.45806481,90.38709677
강원고성군,Aug-17,2017,8,0,1327,984633,9412,7568559,69.829477,744,2327,15817,14212,9.1,45.21,0,29011,25.32068969,95.51724138
강원고성군,Jun-18,2018,6,0,1247,1051002,9412,7568559,72.49086,725,2313,14729,13415,8.9,42.38,0,28596,25.34375041,91.65625
강원고성군,Jul-18,2018,7,0,1231,1051002,9412,7568559,72.168915,725,2313,14729,13415,8.9,42.38,0,28469,28.65161303,93.41935484
강원고성군,Aug-18,2018,8,0,1227,1051002,9412,7568559,71.8926,725,2313,14729,13415,8.9,42.38,0,28360,28.58275879,96.89655172
강원고성군,Jun-19,2019,6,0,1390,1212094,9647,7590786,75.112204,783,2294,14114,13146,9.4,41.04,0,27554,25.95000003,93.875
강원고성군,Jul-19,2019,7,0,1397,1212094,9647,7590786,74.850508,783,2299,14114,13146,9.4,41.04,0,27458,25.65806445,95.96774194
강원고성군,Aug-19,2019,8,1,1415,1212094,9647,7590786,74.686948,783,2306,14114,13146,9.4,41.04,0,27398,28.32413797,95.13793103
강원고성군,Jun-20,2020,6,1,1427,1212094,13209,7590786,77.808084,833,2288,13802,12955,8.6,40.5,0,26886,26.73437506,93.84375
강원고성군,Jul-20,2020,7,0,1427,1212094,13209,7590786,77.753098,833,2284,13802,12955,8.6,40.5,0,26867,24.11290323,95.16129032
강원고성군,Aug-20,2020,8,0,1434,1212094,13209,7590786,77.724158,833,2284,13802,12955,8.6,40.5,0,26857,29.00344814,96.82758621
강원고성군,Jun-21,2021,6,0,1541,1236336,13061,7590786,80.772,811,2267,14019,13230,8.1,41.24,0,26924,26.78750003,94.25
강원고성군,Jul-21,2021,7,1,1542,1236336,13061,7590786,80.88,811,2264,14019,13230,8.1,41.24,0,26960,26.05806455,97
강원고성군,Aug-21,2021,8,0,1546,1236336,13061,7590786,81.015,811,2268,14019,13230,8.1,41.24,0,27005,27.21724148,96.62068966
강원동해시,Jun-14,2014,6,0,3206,2759986,956036,1956055,141.181066,846,6771,47850,46712,19.5,524.77,47281,94562,22.91999987,91.46875
강원동해시,Jul-14,2014,7,0,3214,2759986,956036,1956055,141.145234,846,6770,47850,46712,19.5,524.77,47269,94538,28.08387077,84.03225806
강원동해시,Aug-14,2014,8,0,3246,2759986,956036,1956055,141.20794,846,6758,47850,46712,19.5,524.77,47290,94580,25.55806445,88.48275862
강원동해시,Jun-15,2015,6,0,3114,2798341,956036,1954852,145.787233,829,6710,47503,46392,19.5,521.07,47058.5,94117,25.665625,84.875
강원동해시,Jul-15,2015,7,2,3190,2798341,956036,1954852,145.813566,829,6696,47503,46392,19.5,521.07,47067,94134,23.37741916,92.64516129
강원동해시,Aug-15,2015,8,2,3373,2798341,956036,1954852,145.717528,829,6689,47503,46392,19.5,521.07,47036,94072,27.96551738,91.75862069
강원동해시,Jun-16,2016,6,2,3725,2733073,980029,1954852,148.914668,811,6656,47166,46131,19.5,517.71,93422,93422,24.93749978,90.90625
강원동해시,Jul-16,2016,7,2,3700,2733073,980029,1954852,148.956112,811,6669,47166,46131,19.5,517.71,93448,93448,24.74838723,92.90322581
강원동해시,Aug-16,2016,8,4,3697,2733073,980029,1954852,149.011902,811,6666,47166,46131,19.5,517.71,93483,93483,28.39655176,87.68965517
강원동해시,Jun-17,2017,6,0,3565,3047017,980214,1954852,153.724824,864,6736,47067,45784,20.2,515.24,46414.5,92829,25.53125009,89.125
강원동해시,Jul-17,2017,7,3,3573,3047017,980214,1954852,153.754632,864,6720,47067,45784,20.2,515.24,46423.5,92847,27.02258084,87.16129032
강원동해시,Aug-17,2017,8,0,3564,3047017,980214,1954852,153.716544,864,6725,47067,45784,20.2,515.24,46412,92824,26.01034466,92.75862069
강원동해시,Jun-18,2018,6,1,3490,3161368,675067,2136873,160.5065,790,6760,46212,45060,19.6,506.48,45859,91718,24.50000019,88.0625
강원동해시,Jul-18,2018,7,7,3473,3161368,675067,2136873,160.38925,790,6758,46212,45060,19.6,506.48,45825.5,91651,27.67741926,84.25806452
강원동해시,Aug-18,2018,8,1,3474,3161368,675067,2136873,160.223,790,6757,46212,45060,19.6,506.48,45778,91556,27.61724162,94.17241379
강원동해시,Jun-19,2019,6,1,4163,3269666,675067,2136873,167.81898,867,6756,45845,44677,18.6,502.34,45307.5,90615,24.190625,89.875
강원동해시,Jul-19,2019,7,3,4173,3269666,675067,2136873,167.806016,867,6762,45845,44677,18.6,502.34,45304,90608,24.16774194,92.32258065
강원동해시,Aug-19,2019,8,3,4177,3269666,675067,2136873,167.674524,867,6763,45845,44677,18.6,502.34,45268.5,90537,27.25517248,89.72413793
강원동해시,Jun-20,2020,6,0,4646,3269666,613011,2136873,176.928024,884,6749,45991,44602,16.7,502.72,45227,90454,25.41875016,90.96875
강원동해시,Jul-20,2020,7,0,4701,3269666,613011,2136873,176.980836,884,6763,45991,44602,16.7,502.72,45240.5,90481,22.63870955,93.96774194
강원동해시,Aug-20,2020,8,4,4735,3269666,613011,2136873,177.111888,884,6744,45991,44602,16.7,502.72,45274,90548,26.92413803,95.51724138
강원동해시,Jun-21,2021,6,0,5352,3335059,613011,2136873,185.307941,885,6778,45795,44286,17.3,499.6,44999.5,89999,25.38750003,93.6875
강원동해시,Jul-21,2021,7,2,5315,3335059,613011,2136873,185.390301,885,6795,45795,44286,17.3,499.6,45019.5,90039,25.45161287,97.03225806
강원동해시,Aug-21,2021,8,2,5368,3335059,613011,2136873,185.425304,885,6787,45795,44286,17.3,499.6,45028,90056,26.5137929,96.75862069
강원삼척시,Jun-14,2014,6,2,3494,2696261,306614,13531130,139.56602,828,5620,36940,35374,17.3,60.95,72314,72314,23.04000013,98.96875
강원삼척시,Jul-14,2014,7,1,3461,2696261,306614,13531130,140.99615,828,5619,36940,35374,17.3,60.95,73055,73055,28.49032229,90.77419355
강원삼척시,Aug-14,2014,8,0,3442,2696261,306614,13531130,140.55997,828,5613,36940,35374,17.3,60.95,72829,72829,25.3354839,95.31034483
강원삼척시,Jun-15,2015,6,0,3239,2668720,306614,13531130,143.271128,811,5522,36000,34839,15,59.67,71564,71564,26.03749988,88.1875
강원삼척시,Jul-15,2015,7,3,3236,2668720,306614,13531130,142.99285,811,5513,36000,34839,15,59.67,71425,71425,23.6806449,95.93548387
강원삼척시,Aug-15,2015,8,5,3324,2668720,306614,13531130,142.808666,811,5495,36000,34839,15,59.67,71333,71333,28.3896551,92.06896552
강원삼척시,Jun-16,2016,6,0,3419,2337032,306614,13531130,144.59934,801,5486,35253,34346,15.8,58.63,69990,69990,25.509375,89.5625
강원삼척시,Jul-16,2016,7,5,3392,2337032,306614,13531130,144.314232,801,5469,35253,34346,15.8,58.63,69852,69852,25.1838711,92.51612903
강원삼척시,Aug-16,2016,8,4,3409,2337032,306614,13531130,143.923758,801,5462,35253,34346,15.8,58.63,69663,69663,29.04482769,85.89655172
강원삼척시,Jun-17,2017,6,0,3259,2369474,306614,13528590,147.967721,805,5496,34638,33876,15.3,57.72,69047,69047,25.63125013,90.5
강원삼척시,Jul-17,2017,7,0,3272,2369474,306614,13528590,147.6527,805,5505,34638,33876,15.3,57.72,68900,68900,27.22580665,88.09677419
강원삼척시,Aug-17,2017,8,0,3282,2369474,306614,13528590,147.453401,805,5524,34638,33876,15.3,57.72,68807,68807,26.10689659,95.10344828
강원삼척시,Jun-18,2018,6,1,3122,2383505,296131,13438871,153.003444,793,5498,34587,33739,15.1,57.56,68673,68673,25.25312497,89.375
강원삼척시,Jul-18,2018,7,13,3093,2383505,296131,13438871,152.847484,793,5498,34587,33739,15.1,57.56,68603,68603,28.83870981,83
강원삼척시,Aug-18,2018,8,5,3093,2383505,296131,13438871,152.69598,793,5495,34587,33739,15.1,57.56,68535,68535,28.29310359,91.89655172
강원삼척시,Jun-19,2019,6,1,3536,2619139,289975,13219831,157.122914,850,5563,34038,33190,14,56.6,67901,67901,26.16874969,86.34375
강원삼척시,Jul-19,2019,7,4,3555,2619139,289975,13219831,157.014156,850,5550,34038,33190,14,56.6,67854,67854,25.59354855,89.87096774
강원삼척시,Aug-19,2019,8,4,3548,2619139,289975,13219831,156.764244,850,5548,34038,33190,14,56.6,67746,67746,28.88275872,85.75862069
강원삼척시,Jun-20,2020,6,0,3712,2619139,204058,13219831,161.09485,873,5526,33011,32232,13.5,54.93,65753,65753,27.29999994,85.90625
강원삼척시,Jul-20,2020,7,0,3752,2619139,204058,13219831,160.9601,873,5520,33011,32232,13.5,54.93,65698,65698,24.68064513,89.93548387
강원삼척시,Aug-20,2020,8,3,3746,2619139,204058,13219831,160.9846,873,5517,33011,32232,13.5,54.93,65708,65708,28.70344831,91.96551724
강원삼척시,Jun-21,2021,6,1,3967,2671522,204058,13219831,166.333508,875,5467,32043,31386,12.2,53.4,64073,64073,27.084375,88.96875
강원삼척시,Jul-21,2021,7,2,3957,2671522,204058,13219831,166.019392,875,5458,32043,31386,12.2,53.4,63952,63952,27.14838723,91.80645161
강원삼척시,Aug-21,2021,8,0,3979,2671522,204058,13219831,165.6897,875,5449,32043,31386,12.2,53.4,63825,63825,27.78275866,91.44827586
강원속초시,Jun-14,2014,6,0,4167,1353671,277795,702000,120.103424,851,4916,40590,41842,19.3,779.85,41216,82432,22.58,99.0625
강원속초시,Jul-14,2014,7,2,4171,1353671,277795,702000,120.706622,851,4900,40590,41842,19.3,779.85,41423,82846,28.42580648,90.77419355
강원속초시,Aug-14,2014,8,0,4183,1353671,277795,702000,120.735762,851,4908,40590,41842,19.3,779.85,41433,82866,26.17419352,96.31034483
강원속초시,Jun-15,2015,6,0,3984,1401515,282573,702000,123.364737,846,4843,40377,41615,17.1,775.55,41039.5,82079,24.94062503,90.40625
강원속초시,Jul-15,2015,7,0,4031,1401515,282573,702000,123.391791,846,4836,40377,41615,17.1,775.55,82097,82097,22.89032255,97
강원속초시,Aug-15,2015,8,1,4294,1401515,282573,702000,123.60672,846,4838,40377,41615,17.1,775.55,82240,82240,27.36551731,92.96551724
강원속초시,Jun-16,2016,6,2,4732,1547535,282144,702000,126.33901,840,4838,40288,41505,18.1,773.68,82145,82145,25.05000016,93.34375
강원속초시,Jul-16,2016,7,6,4717,1547535,282144,702000,126.466664,840,4836,40288,41505,18.1,773.68,82228,82228,24.80000013,94.48387097
강원속초시,Aug-16,2016,8,10,4738,1547535,282144,702000,127.229512,840,4843,40288,41505,18.1,773.68,82724,82724,28.8862069,93.86206897
강원속초시,Jun-17,2017,6,0,4546,1710435,281883,702000,129.801014,864,4880,40531,41742,17.9,778.14,81431,81431,25.63437509,90.53125
강원속초시,Jul-17,2017,7,2,4542,1710435,281883,702000,129.866368,864,4885,40531,41742,17.9,778.14,81472,81472,27.34516139,88.70967742
강원속초시,Aug-17,2017,8,1,4543,1710435,281883,702000,129.969978,864,4901,40531,41742,17.9,778.14,81537,81537,26.10000014,92.89655172
강원속초시,Jun-18,2018,6,1,4332,1740238,281883,702000,136.320636,861,4916,40248,41434,18.4,772.48,40863.5,81727,25.20312506,89.28125
강원속초시,Jul-18,2018,7,1,4302,1740238,281883,702000,136.435728,861,4920,40248,41434,18.4,772.48,40898,81796,28.26451613,86.09677419
강원속초시,Aug-18,2018,8,2,4294,1740238,281883,702000,136.369008,861,4924,40248,41434,18.4,772.48,40878,81756,28.89310334,93.03448276
강원속초시,Jun-19,2019,6,0,4767,1940275,281883,702000,143.3835,833,4962,40420,41366,18,773.32,40850,81700,25.91249981,89
강원속초시,Jul-19,2019,7,1,4758,1940275,281883,702000,143.451945,833,4962,40420,41366,18,773.32,40869.5,81739,25.82580655,92.06451613
강원속초시,Aug-19,2019,8,6,4768,1940275,281883,702000,143.469495,833,4962,40420,41366,18,773.32,40874.5,81749,28.89310348,87.37931034
강원속초시,Jun-20,2020,6,0,4996,1940275,97161,702000,152.711799,885,4951,40965,41700,17.3,781.62,41029.5,82059,26.82812513,88.59375
강원속초시,Jul-20,2020,7,0,5048,1940275,97161,702000,152.994671,885,4959,40965,41700,17.3,781.62,41105.5,82211,24.14193555,91.16129032
강원속초시,Aug-20,2020,8,0,5060,1940275,97161,702000,153.240323,885,4960,40965,41700,17.3,781.62,41171.5,82343,28.70689655,91.5862069
강원속초시,Jun-21,2021,6,0,5295,1979081,97161,702000,161.62911,889,4973,41080,41711,19.7,782.82,41127,82254,26.43437497,89.5
강원속초시,Jul-21,2021,7,0,5289,1979081,97161,702000,161.870805,889,4979,41080,41711,19.7,782.82,41188.5,82377,25.59032265,92.03225806
강원속초시,Aug-21,2021,8,0,5317,1979081,97161,702000,161.898315,889,4984,41080,41711,19.7,782.82,82391,82391,27.21724148,89.79310345
강원양구군,Jun-14,2014,6,0,1218,739788,35394,16429748,40.514048,723,1600,12735,11153,8.1,33.81,11944,23888,26.8133332,98.625
강원양구군,Jul-14,2014,7,0,1222,739788,35394,16429748,40.12736,723,1600,12735,11153,8.1,33.81,11830,23660,29.76129052,98.90322581
강원양구군,Aug-14,2014,8,0,1209,739788,35394,16429748,40.10192,723,1595,12735,11153,8.1,33.81,11822.5,23645,26.94516139,99
강원양구군,Jun-15,2015,6,0,1108,768477,35394,16429748,41.111119,786,1568,12936,11153,8.2,34.09,12141.5,24283,29.07500013,95.75
강원양구군,Jul-15,2015,7,0,1130,768477,35394,16429748,41.011232,786,1565,12936,11153,8.2,34.09,24224,24224,28.37741952,95.61290323
강원양구군,Aug-15,2015,8,5,1133,768477,35394,16429748,40.879178,786,1568,12936,11153,8.2,34.09,24146,24146,28.83103431,96.65517241
강원양구군,Jun-16,2016,6,0,1186,805195,35394,16429748,40.942502,763,1544,12918,11092,7.8,33.98,24098,24098,29.38437503,96.3125
강원양구군,Jul-16,2016,7,4,1189,805195,35394,16429748,40.835465,763,1538,12918,11092,7.8,33.98,24035,24035,28.37741929,96.29032258
강원양구군,Aug-16,2016,8,6,1188,805195,35394,16429748,40.804883,763,1537,12918,11092,7.8,33.98,24017,24017,29.97586193,95.06896552
강원양구군,Jun-17,2017,6,4,1147,850230,2720,16429748,41.901344,790,1552,12768,11067,7.5,33.73,24026,24026,28.29687494,97.53125
강원양구군,Jul-17,2017,7,8,1144,850230,35394,16429748,41.662416,790,1553,12768,11067,7.5,33.73,23889,23889,29.76774197,97.77419355
강원양구군,Aug-17,2017,8,4,1151,850230,35394,16429748,41.650208,790,1554,12768,11067,7.5,33.73,23882,23882,26.62413779,98.65517241
강원양구군,Jun-18,2018,6,2,1135,951402,35394,16429748,42.897288,754,1542,12462,10946,7.1,33.16,23674,23674,28.70312516,92.46875
강원양구군,Jul-18,2018,7,12,1124,951402,35394,16429748,42.647232,754,1548,12462,10946,7.1,33.16,23536,23536,30.29032277,95.32258065
강원양구군,Aug-18,2018,8,16,1123,951402,35394,16429748,42.440664,754,1543,12462,10946,7.1,33.16,23422,23422,31.90000034,93.03448276
강원양구군,Jun-19,2019,6,0,1170,988498,35394,16322927,44.45127,839,1550,12082,10682,6.8,34.4,23334,23334,29.26250016,91.90625
강원양구군,Jul-19,2019,7,1,1155,988498,35394,16322927,44.28363,839,1545,12082,10682,6.8,34.4,23246,23246,27.99032255,93.90322581
강원양구군,Aug-19,2019,8,9,1155,988498,35394,16322927,44.167425,839,1542,12082,10682,6.8,34.4,23185,23185,29.07931052,94.44827586
강원양구군,Jun-20,2020,6,1,1158,988498,35394,16322927,45.467952,855,1533,11829,10449,8.1,33.65,22332,22332,28.64687513,92.46875
강원양구군,Jul-20,2020,7,0,1165,988498,35394,16322927,45.39262,855,1532,11829,10449,8.1,33.65,22295,22295,27.45806448,91.35483871
강원양구군,Aug-20,2020,8,1,1157,988498,35394,16322927,45.461844,855,1529,11829,10449,8.1,33.65,22329,22329,29.24482766,94.65517241
강원양구군,Jun-21,2021,6,0,1146,1008268,35394,16312701,47.864671,850,1507,11464,10284,9.4,32.85,22027,22027,29.39374988,93.03125
강원양구군,Jul-21,2021,7,0,1137,1008268,35394,16312701,47.764713,850,1506,11464,10284,9.4,32.85,21981,21981,30.37419352,93.16129032
강원양구군,Aug-21,2021,8,1,1129,1008268,35394,16312701,47.745156,850,1504,11464,10284,9.4,32.85,21972,21972,29.29310341,93.89655172
강원양양군,Jun-14,2014,6,0,1576,809245,87242,14573259,66.683383,790,2331,14005,13516,10.7,43.69,0,27521,22.02666677,98.96875
강원양양군,Jul-14,2014,7,0,1591,809245,87242,14573259,66.925683,790,2328,14005,13516,10.7,43.69,0,27621,28.28064506,92.64516129
강원양양군,Aug-14,2014,8,0,1587,809245,87242,14573259,66.865108,790,2323,14005,13516,10.7,43.69,0,27596,25.45483884,97.5862069
강원양양군,Jun-15,2015,6,0,1469,861852,87242,14573259,68.587316,773,2306,13965,13514,8.4,43.61,0,27523,25.90312503,90.09375
강원양양군,Jul-15,2015,7,0,1485,861852,87242,14573259,68.549936,773,2304,13965,13514,8.4,43.61,0,27508,23.39354829,96.29032258
강원양양군,Aug-15,2015,8,0,1501,861852,87242,14573259,68.520032,773,2308,13965,13514,8.4,43.61,0,27496,28.46896552,93.55172414
강원양양군,Jun-16,2016,6,0,1502,895285,87242,14573259,69.577755,732,2295,13838,13380,9.8,43.2,0,27339,26.12500013,92.625
강원양양군,Jul-16,2016,7,0,1497,895285,87242,14573259,69.659195,732,2304,13838,13380,9.8,43.2,0,27371,25.52258052,94.22580645
강원양양군,Aug-16,2016,8,0,1492,895285,87242,14573259,69.51413,732,2303,13838,13380,9.8,43.2,0,27314,29.24827579,93.79310345
강원양양군,Jun-17,2017,6,0,1366,942653,2720,15190450,71.784204,743,2301,13849,13358,12.8,43.18,0,27284,26.3375,93.125
강원양양군,Jul-17,2017,7,0,1370,942653,27498,15190450,71.849979,743,2308,13849,13358,12.8,43.18,0,27309,28.38064497,91.35483871
강원양양군,Aug-17,2017,8,0,1375,942653,27498,15190450,71.831562,743,2312,13849,13358,12.8,43.18,0,27302,26.14827576,94.55172414
강원양양군,Jun-18,2018,6,0,1391,1040540,27498,15190450,74.624575,684,2314,13900,13447,12.3,43.4,0,27325,26.06250006,91.5
강원양양군,Jul-18,2018,7,0,1389,1040540,27498,15190450,74.605458,684,2317,13900,13447,12.3,43.4,0,27318,29.66129019,89.67741935
강원양양군,Aug-18,2018,8,0,1394,1040540,27498,15190450,74.608189,684,2330,13900,13447,12.3,43.4,0,27319,29.37241393,96.82758621
강원양양군,Jun-19,2019,6,0,1507,1090558,27862,15190450,77.89122,813,2337,14099,13627,11.7,44,0,27621,27.24375,95
강원양양군,Jul-19,2019,7,0,1527,1090558,27862,15190450,77.94762,813,2332,14099,13627,11.7,44,0,27641,26.63870945,95.83870968
강원양양군,Aug-19,2019,8,0,1532,1090558,27862,15190450,77.95326,813,2325,14099,13627,11.7,44,0,27643,29.25172403,96.31034483
강원양양군,Jun-20,2020,6,0,1602,1090558,33262,15193166,81.3384,844,2317,14220,13726,14.1,44.36,0,27808,27.50312488,93.96875
강원양양군,Jul-20,2020,7,0,1609,1090558,33262,15193166,81.487575,844,2322,14220,13726,14.1,44.36,0,27859,24.4967741,95.03225806
강원양양군,Aug-20,2020,8,1,1607,1090558,33262,15193166,81.5139,844,2327,14220,13726,14.1,44.36,0,27868,29.21034479,95.62068966
강원양양군,Jun-21,2021,6,0,1648,1112369,33262,15193166,85.366575,855,2328,14251,13662,14.9,44.33,0,28035,26.74999975,94.09375
강원양양군,Jul-21,2021,7,1,1656,1112369,33262,15193166,85.59495,855,2327,14251,13662,14.9,44.33,0,28110,26.22903226,96.90322581
강원양양군,Aug-21,2021,8,0,1662,1112369,33262,15193166,85.52187,855,2332,14251,13662,14.9,44.33,0,28086,27.13793107,95.82758621
강원영월군,Jun-14,2014,6,1,1322,1096005,26479,19964473,94.810569,877,3524,20581,19610,14.7,35.64,40191,40191,27.82,93.78125
강원영월군,Jul-14,2014,7,0,1319,1096005,26479,19964473,94.555797,877,3530,20581,19610,14.7,35.64,40083,40083,29.89354842,96.41935484
강원영월군,Aug-14,2014,8,0,1326,1096005,26479,19964473,94.617131,877,3523,20581,19610,14.7,35.64,40109,40109,26.93225813,97.62068966
강원영월군,Jun-15,2015,6,0,1255,1153672,26479,19964473,96.431652,880,3475,20691,19525,14.7,35.66,40113,40113,28.96249997,94.21875
강원영월군,Jul-15,2015,7,2,1269,1153672,26479,19964473,96.38838,880,3472,20691,19525,14.7,35.66,40095,40095,28.66774194,94.64516129
강원영월군,Aug-15,2015,8,3,1349,1153672,26479,19964473,96.373956,880,3476,20691,19525,14.7,35.66,40089,40089,28.93103448,98.5862069
강원영월군,Jun-16,2016,6,0,1457,1214014,28512,19964473,97.89291,878,3477,20652,19421,16.2,35.54,40038,40038,28.73437509,95.6875
강원영월군,Jul-16,2016,7,3,1465,1214014,28512,19964473,97.93203,878,3476,20652,19421,16.2,35.54,40054,40054,28.34193571,96.16129032
강원영월군,Aug-16,2016,8,0,1466,1214014,28512,19964473,97.944255,878,3479,20652,19421,16.2,35.54,40059,40059,30.08275866,96.06896552
강원영월군,Jun-17,2017,6,1,1399,1238001,28512,19964473,101.015874,876,3519,20639,19428,15.5,35.53,40038,40038,27.34687519,94.0625
강원영월군,Jul-17,2017,7,4,1397,1238001,28512,19964473,101.063811,876,3517,20639,19428,15.5,35.53,40057,40057,29.70000006,93.32258065
강원영월군,Aug-17,2017,8,5,1399,1238001,28512,19964473,101.036058,876,3521,20639,19428,15.5,35.53,40046,40046,26.58965538,97.79310345
강원영월군,Jun-18,2018,6,1,1405,1304256,30833,19964473,105.125256,803,3525,20493,19237,14.6,35.23,40002,40002,28.96562494,91.53125
강원영월군,Jul-18,2018,7,3,1409,1304256,30833,19964473,105.030648,803,3531,20493,19237,14.6,35.23,39966,39966,30.31290281,96.16129032
강원영월군,Aug-18,2018,8,0,1409,1304256,30833,19964473,104.833548,803,3534,20493,19237,14.6,35.23,39891,39891,31.09655176,94.24137931
강원영월군,Jun-19,2019,6,0,1487,1327092,138396,20010379,107.820735,865,3558,20143,18984,15.1,34.71,39365,39365,29.178125,94.40625
강원영월군,Jul-19,2019,7,0,1489,1327092,138396,20010379,107.656395,865,3548,20143,18984,15.1,34.71,39305,39305,27.60967742,96.64516129
강원영월군,Aug-19,2019,8,3,1485,1327092,138396,20010379,107.437275,865,3545,20143,18984,15.1,34.71,39225,39225,28.99655193,96.03448276
강원영월군,Jun-20,2020,6,0,1582,1327092,137416,20010379,111.93688,871,3503,19986,18676,15.2,34.3,38840,38840,28.28750009,95.3125
