지역,시기,연도,월,온열질환자수,기초생활수급자수,지역생산,녹지면적,하천면적,노인인구수,비만인구수,장애인수,성별_남,성별_여,재정자립도,인구밀도,응급의료기관당수용인원,인구수,기온,습도
경기포천시,Aug-21,2021,8,4,7911,7051899,300112,17288780,302.078952,881,10350,78915,70024,24.2,180.1,148296,148296,27.05483874,98
경기하남시,Jun-14,2014,6,0,2023,3937115,653600,10073480,168.103584,915,6722,75864,73032,41.6,1600.34,0,148896,28.75333323,88.96666667
경기하남시,Jul-14,2014,7,0,2035,3937115,653600,10073480,164.322563,915,6775,75864,73032,41.6,1600.34,0,145547,31.21612897,91.4516129
경기하남시,Aug-14,2014,8,0,2041,3937115,653600,10073480,166.083803,915,6823,75864,73032,41.6,1600.34,0,147107,28.99032255,93.74193548
경기하남시,Jun-15,2015,6,0,2048,4828260,643444,9407349,180.55805,910,7094,84646,82067,40.3,1792.07,0,157007,29.72333307,85.3
경기하남시,Jul-15,2015,7,0,2119,4828260,643444,9407349,181.70575,910,7117,84646,82067,40.3,1792.07,0,158005,29.1451611,86.32258065
경기하남시,Aug-15,2015,8,0,2248,4828260,643444,9407349,183.379,910,7150,84646,82067,40.3,1792.07,0,159460,30.32580642,88.48387097
경기하남시,Jun-16,2016,6,0,3266,5178589,645517,9406858,205.848579,875,7798,106472,104629,45.5,2269.22,0,184287,28.40000017,83.8
경기하남시,Jul-16,2016,7,0,3296,5178589,645517,9406858,209.084528,875,7886,106472,104629,45.5,2269.22,0,187184,29.26129032,87.93548387
경기하남시,Aug-16,2016,8,0,3399,5178589,645517,9406858,215.426854,875,8079,106472,104629,45.5,2269.22,0,192862,31.50322623,86
경기하남시,Jun-17,2017,6,0,3467,5602795,644275,9408032,248.29056,907,8750,116889,115598,45.6,2499.59,0,221688,28.45999993,80.26666667
경기하남시,Jul-17,2017,7,0,3493,5602795,644275,9408032,249.25488,907,8800,116889,115598,45.6,2499.59,0,222549,30.01290335,91.51612903
경기하남시,Aug-17,2017,8,0,3514,5602795,644275,9408032,250.27184,907,8822,116889,115598,45.6,2499.59,0,223457,28.81612919,89.25806452
경기하남시,Jun-18,2018,6,0,3768,6491728,647052,9739929,281.31552,905,9490,127865,126550,44.1,2735.94,0,241680,28.58333323,84.56666667
경기하남시,Jul-18,2018,7,0,3745,6491728,647052,9739929,282.60756,905,9502,127865,126550,44.1,2735.94,0,242790,31.76451597,84.64516129
경기하남시,Aug-18,2018,8,0,3792,6491728,647052,9739929,284.282556,905,9588,127865,126550,44.1,2735.94,0,244229,32.51935494,83.67741935
경기하남시,Jun-19,2019,6,0,4744,6919187,647052,9739929,318.344824,857,10312,136985,135470,43.5,2929.94,0,264406,27.3033333,83.13333333
경기하남시,Jul-19,2019,7,1,4807,6919187,647052,9739929,320.362728,857,10349,136985,135470,43.5,2929.94,0,266082,29.60322581,86.4516129
경기하남시,Aug-19,2019,8,1,4836,6919187,647052,9739929,322.895944,857,10412,136985,135470,43.5,2929.94,0,268186,30.6451611,90.38709677
경기하남시,Jun-20,2020,6,1,5644,7050652,647052,9739929,353.786744,905,10812,147424,146028,45.7,3155.83,0,283256,29.89666633,87.06666667
경기하남시,Jul-20,2020,7,0,5713,7050652,647052,9739929,355.349243,905,10836,147424,146028,45.7,3155.83,0,284507,28.17419352,88.74193548
경기하남시,Aug-20,2020,8,1,5760,7050652,647052,9739929,356.830557,905,10863,147424,146028,45.7,3155.83,0,285693,30.2387099,90.70967742
경기하남시,Jun-21,2021,6,0,6653,7100006,1054120,9739929,392.785872,898,11461,160163,159924,47.3,3442.24,0,305908,28.42333317,89.23333333
경기하남시,Jul-21,2021,7,2,6758,7100006,1054120,9739929,395.97276,898,11527,160163,159924,47.3,3442.24,0,308390,33.13870945,89.74193548
경기하남시,Aug-21,2021,8,1,6791,7100006,1054120,9739929,398.50866,898,11577,160163,159924,47.3,3442.24,0,310365,29.93225826,87.41935484
경기화성시,Jun-14,2014,6,0,4963,39347154,28597043,12014141,451.61977,896,20416,279520,261342,56.8,784.34,270431,540862,26.6866667,88.8
경기화성시,Jul-14,2014,7,2,5006,39347154,28597043,12014141,447.462305,896,20425,279520,261342,56.8,784.34,267941.5,535883,29.21290316,91.35483871
경기화성시,Aug-14,2014,8,0,5038,39347154,28597043,12014141,448.11945,896,20443,279520,261342,56.8,784.34,268335,536670,27.98709684,90.5483871
경기화성시,Jun-15,2015,6,0,5147,47545964,28597043,17591382,474.501275,880,21215,307907,288618,59.1,864.86,284132.5,568265,27.35666657,82.96666667
경기화성시,Jul-15,2015,7,1,5293,47545964,28597043,17591382,478.08092,880,21270,307907,288618,59.1,864.86,286276,572552,28.61290326,89.35483871
경기화성시,Aug-15,2015,8,2,5655,47545964,28597043,17591382,482.80702,880,21375,307907,288618,59.1,864.86,289106,578212,29.60322584,90.77419355
경기화성시,Jun-16,2016,6,0,7517,52930086,28628919,17261279,510.687184,875,22250,330923,309967,61.5,923.58,309883,619766,26.85333337,90.5
경기화성시,Jul-16,2016,7,8,7572,52930086,28628919,17261279,513.000152,875,22389,330923,309967,61.5,923.58,311286.5,622573,29.02580652,93.03225806
경기화성시,Aug-16,2016,8,15,7620,52930086,28628919,17261279,516.496384,875,22562,330923,309967,61.5,923.58,313408,626816,30.96129023,90
경기화성시,Jun-17,2017,6,1,7629,68085358,28628919,16951164,551.89771,912,23532,357381,333705,64.3,995.87,332468.5,664937,26.5799999,86.76666667
경기화성시,Jul-17,2017,7,8,7668,68085358,28628919,16951164,554.65248,912,23609,357381,333705,64.3,995.87,334128,668256,29.08064545,95.51612903
경기화성시,Aug-17,2017,8,2,7710,68085358,28628919,16951164,559.27392,912,23746,357381,333705,64.3,995.87,336912,673824,28.58387097,91.61290323
경기화성시,Jun-18,2018,6,3,8009,77734006,27467752,17052182,609.499065,903,25295,392871,365851,60.1,1093.39,243313,729939,26.62333347,87.7
경기화성시,Jul-18,2018,7,34,7988,77734006,27467752,17052182,612.773935,903,25396,392871,365851,60.1,1093.39,244620.3333,733861,31.42580626,91.06451613
경기화성시,Aug-18,2018,8,45,8038,77734006,27467752,17052182,616.639985,903,25480,392871,365851,60.1,1093.39,246163.6667,738491,32.69999968,86
경기화성시,Jun-19,2019,6,7,10478,74532143,27474638,17052182,665.555532,894,27124,422470,392926,68.9,1168.57,263482,790446,26.23666673,85.5
경기화성시,Jul-19,2019,7,13,10623,74532143,27474638,17052182,669.546612,894,27221,422470,392926,68.9,1168.57,265062,795186,29.38387084,88.38709677
경기화성시,Aug-19,2019,8,20,10760,74532143,27474638,17052182,673.020704,894,27393,422470,392926,68.9,1168.57,199828,799312,31.16129026,90.32258065
경기화성시,Jun-20,2020,6,5,12375,75948254,27474638,17052182,726.222616,916,28562,443841,411407,66.3,1224.97,209165.5,836662,27.64666677,92.33333333
경기화성시,Jul-20,2020,7,4,12592,75948254,27474638,17052182,728.679924,916,28653,443841,411407,66.3,1224.97,209873.25,839493,27.167742,93.4516129
경기화성시,Aug-20,2020,8,11,12782,75948254,27474638,17052182,731.605952,916,28752,443841,411407,66.3,1224.97,210716,842864,29.83548377,98.03225806
경기화성시,Jun-21,2021,6,1,14718,76479891,27474638,17052182,790.287788,914,29687,460788,426227,58.4,1268.23,217590.25,870361,27.48333337,92.76666667
경기화성시,Jul-21,2021,7,13,14768,76479891,27474638,17052182,792.263596,914,29709,460788,426227,58.4,1268.23,218134.25,872537,32.44193561,88.51612903
경기화성시,Aug-21,2021,8,4,14951,76479891,27474638,17052182,795.396196,914,29772,460788,426227,58.4,1268.23,437993.5,875987,29.864516,91.64516129
경남거제시,Jun-14,2014,6,1,3093,11833841,529948,2562392,191.18099,911,10581,130708,117579,35.9,617.38,82762.33333,248287,25.60322581,82.4516129
경남거제시,Jul-14,2014,7,6,3070,11833841,529948,2562392,188.70852,911,10557,130708,117579,35.9,617.38,81692,245076,28.49666693,85.23333333
경남거제시,Aug-14,2014,8,3,3044,11833841,529948,2562392,188.96108,911,10557,130708,117579,35.9,617.38,81801.33333,245404,27.48387087,85.35483871
경남거제시,Jun-15,2015,6,0,2757,10996802,481024,2569415,197.20194,911,10633,135281,120547,34,636.13,84274.33333,252823,25.06451619,86.48387097
경남거제시,Jul-15,2015,7,8,2823,10996802,481024,2569415,197.55138,911,10622,135281,120547,34,636.13,84423.66667,253271,26.80333333,87.6
경남거제시,Aug-15,2015,8,1,2935,10996802,481024,2569415,197.94762,911,10638,135281,120547,34,636.13,84593,253779,29.11935487,88.70967742
경남거제시,Jun-16,2016,6,0,3418,11144606,532254,2569415,205.29126,903,10727,135738,121445,34.3,638.74,85860,257580,24.83225832,95.67741935
경남거제시,Jul-16,2016,7,7,3415,11144606,532254,2569415,205.213951,903,10730,135738,121445,34.3,638.74,85827.66667,257483,28.4599999,95.76666667
경남거제시,Aug-16,2016,8,32,3423,11144606,532254,2569415,205.009122,903,10734,135738,121445,34.3,638.74,85742,257226,31.36128997,89.93548387
경남거제시,Jun-17,2017,6,0,3432,10168912,532254,2569242,215.84172,899,10751,133467,120606,32.4,630.85,85346.66667,256040,26.05806452,88.87096774
경남거제시,Jul-17,2017,7,14,3460,10168912,532254,2569242,215.611581,899,10747,133467,120606,32.4,630.85,85255.66667,255767,30.00333303,96.33333333
경남거제시,Aug-17,2017,8,9,3471,10168912,532254,2569242,215.164791,899,10736,133467,120606,32.4,630.85,85079,255237,30.68387087,91.87096774
경남거제시,Jun-18,2018,6,1,3726,8948449,538921,2557680,227.425608,901,10740,131003,119513,27.9,621.64,83859,251577,26.09032261,92.09677419
경남거제시,Jul-18,2018,7,23,3738,8948449,538921,2557680,227.298144,901,10758,131003,119513,27.9,621.64,83812,251436,31.6766667,97.73333333
경남거제시,Aug-18,2018,8,37,3762,8948449,538921,2557680,227.150792,901,10786,131003,119513,27.9,621.64,83757.66667,251273,31.39354823,98.35483871
경남거제시,Jun-19,2019,6,1,4898,9535962,538921,2557680,240.782256,891,10923,130141,118135,27,615.72,82914,248742,26.25806445,94.93548387
경남거제시,Jul-19,2019,7,10,4949,9535962,538921,2557680,240.730952,891,10935,130141,118135,27,615.72,82896.33333,248689,28.0933333,95.56666667
경남거제시,Aug-19,2019,8,36,4999,9535962,538921,2557680,240.626408,891,10962,130141,118135,27,615.72,82860.33333,248581,30.69032274,97.87096774
경남거제시,Jun-20,2020,6,2,6306,9373851,538893,2557680,258.234388,903,11064,128978,116776,19.6,608.58,82292.66667,246878,26.98437522,90.38709677
경남거제시,Jul-20,2020,7,2,6499,9373851,538893,2557680,258.00636,903,11073,128978,116776,19.6,608.58,82220,246660,25.30645158,96.36666667
경남거제시,Aug-20,2020,8,16,6545,9373851,538893,2557680,257.736492,903,11104,128978,116776,19.6,608.58,82134,246402,29.73103455,93.25806452
경남거제시,Jun-21,2021,6,1,8430,9434781,538893,2557680,278.2208,903,11188,126291,114925,21.2,597.31,81066.66667,243200,25.47741916,90
경남거제시,Jul-21,2021,7,11,8537,9434781,538893,2557680,277.822688,903,11181,126291,114925,21.2,597.31,80950.66667,242852,29.08333323,91.83333333
경남거제시,Aug-21,2021,8,7,8679,9434781,538893,2557680,277.48292,903,11209,126291,114925,21.2,597.31,80851.66667,242555,28.90645152,93.48387097
경남거창군,Jun-14,2014,6,0,2639,1776351,233412,14085215,150.644882,752,4979,30581,32556,7.1,78.61,63137,63137,25.82258052,90.06451613
경남거창군,Jul-14,2014,7,1,2628,1776351,233412,14085215,151.017098,752,4987,30581,32556,7.1,78.61,63293,63293,28.58666653,92.66666667
경남거창군,Aug-14,2014,8,0,2617,1776351,233412,14085215,150.990852,752,4987,30581,32556,7.1,78.61,63282,63282,26.4032259,94.25806452
경남거창군,Jun-15,2015,6,0,2520,1451454,343043,14079983,152.62698,743,4975,30664,32568,7.9,78.73,63069,63069,25.80645155,93.12903226
경남거창군,Jul-15,2015,7,0,2608,1451454,343043,14079983,152.53018,743,4976,30664,32568,7.9,78.73,63029,63029,28.2066667,94.63333333
경남거창군,Aug-15,2015,8,0,2701,1451454,343043,14079983,152.50356,743,4985,30664,32568,7.9,78.73,63018,63018,29.30967787,95.48387097
경남거창군,Jun-16,2016,6,0,2900,1506123,343043,14079983,154.726622,837,5042,30746,32562,7.6,78.82,63257,63257,26.35161287,93.35483871
경남거창군,Jul-16,2016,7,0,2902,1506123,343043,14079983,154.755974,837,5046,30746,32562,7.6,78.82,63269,63269,29.79666663,95.66666667
경남거창군,Aug-16,2016,8,3,2910,1506123,343043,14079983,154.839138,837,5048,30746,32562,7.6,78.82,63303,63303,31.04193548,94.03225806
경남거창군,Jun-17,2017,6,0,2841,1519671,287561,14079983,157.74486,894,5043,30476,32287,7.7,78.14,62972,62972,27.80322565,90.29032258
경남거창군,Jul-17,2017,7,1,2822,1519671,287561,14079983,157.63965,894,5035,30476,32287,7.7,78.14,62930,62930,30.46,96.13333333
경남거창군,Aug-17,2017,8,0,2833,1519671,287561,14079983,157.491855,894,5028,30476,32287,7.7,78.14,62871,62871,29.63225803,95.70967742
경남거창군,Jun-18,2018,6,0,2824,1582053,275731,14092798,161.511312,767,5027,30340,32115,7.7,77.75,0,62796,27.40967739,93.32258065
경남거창군,Jul-18,2018,7,0,2804,1582053,275731,14092798,161.38014,767,5028,30340,32115,7.7,77.75,0,62745,31.72666713,96.73333333
경남거창군,Aug-18,2018,8,0,2806,1582053,275731,14092798,161.228392,767,5033,30340,32115,7.7,77.75,0,62686,31.53548387,98.16129032
경남거창군,Jun-19,2019,6,0,3263,1599712,275731,14252165,164.859426,858,5094,30345,31834,8.1,77.4,0,62589,26.85483835,97.48387097
경남거창군,Jul-19,2019,7,0,3229,1599712,275731,14252165,164.593392,858,5090,30345,31834,8.1,77.4,0,62488,28.2966667,97.63333333
경남거창군,Aug-19,2019,8,1,3236,1599712,275731,14252165,164.211462,858,5098,30345,31834,8.1,77.4,0,62343,29.90645135,97.80645161
경남거창군,Jun-20,2020,6,0,3338,1572517,112811,10951386,167.77232,880,5102,30082,31420,8.9,76.55,0,61681,28.41249994,95.90322581
경남거창군,Jul-20,2020,7,0,3369,1572517,112811,10951386,167.49216,880,5089,30082,31420,8.9,76.55,0,61578,26.18064526,98.3
경남거창군,Aug-20,2020,8,0,3373,1572517,112811,10951386,167.19296,880,5081,30082,31420,8.9,76.55,0,61468,30.23793128,98.4516129
경남거창군,Jun-21,2021,6,0,3740,1582738,112811,10951386,173.70821,885,5052,29955,31118,7.8,76.02,61555,61555,26.72258045,96.64516129
경남거창군,Jul-21,2021,7,0,3712,1582738,112811,10951386,173.490916,885,5064,29955,31118,7.8,76.02,61478,61478,30.12000003,97.8
경남거창군,Aug-21,2021,8,0,3693,1582738,112811,10951386,173.267978,885,5060,29955,31118,7.8,76.02,61399,61399,28.9967741,98.12903226
경남고성군,Jun-14,2014,6,0,2246,2260733,459387,7568559,126.09058,723,4686,28020,27896,9.6,108.01,55916,55916,25.13870968,91.25806452
경남고성군,Jul-14,2014,7,0,2242,2260733,459387,7568559,126.778355,723,4669,28020,27896,9.6,108.01,56221,56221,27.82333337,94.6
경남고성군,Aug-14,2014,8,0,2254,2260733,459387,7568559,126.65433,723,4672,28020,27896,9.6,108.01,56166,56166,27.03225787,94.19354839
경남고성군,Jun-15,2015,6,0,2139,2450129,9412,7568559,128.128278,771,4670,27715,27569,10.2,106.79,55563,55563,24.57096777,92.77419355
경남고성군,Jul-15,2015,7,0,2186,2450129,9412,7568559,127.941492,771,4658,27715,27569,10.2,106.79,55482,55482,26.70333333,92.86666667
경남고성군,Aug-15,2015,8,0,2258,2450129,9412,7568559,128.008366,771,4660,27715,27569,10.2,106.79,55511,55511,28.85806435,94.19354839
경남고성군,Jun-16,2016,6,0,2482,2363817,9412,7568559,129.33262,800,4607,27452,27251,9.7,105.62,54895,54895,24.99354839,93.41935484
경남고성군,Jul-16,2016,7,0,2502,2363817,9412,7568559,129.266652,800,4613,27452,27251,9.7,105.62,54867,54867,28.30666663,95.06666667
경남고성군,Aug-16,2016,8,0,2492,2363817,9412,7568559,129.021628,800,4611,27452,27251,9.7,105.62,54763,54763,31.00645148,91.58064516
경남고성군,Jun-17,2017,6,0,2379,2222183,9412,7568559,131.032266,739,4595,27064,26996,10,104.38,54438,54438,25.39999977,90.09677419
경남고성군,Jul-17,2017,7,0,2391,2222183,9412,7568559,130.935986,739,4600,27064,26996,10,104.38,54398,54398,29.7233333,95
경남고성군,Aug-17,2017,8,0,2396,2222183,9412,7568559,130.765089,739,4603,27064,26996,10,104.38,54327,54327,30.50967742,92.77419355
경남고성군,Jun-18,2018,6,0,2421,2092947,9412,7568559,136.005285,671,4653,26675,26568,10.7,102.8,53651,53651,25.23870968,92.96774194
경남고성군,Jul-18,2018,7,0,2414,2092947,9412,7568559,135.731505,671,4669,26675,26568,10.7,102.8,53543,53543,29.90333343,94.53333333
경남고성군,Aug-18,2018,8,0,2419,2092947,9412,7568559,135.47547,671,4676,26675,26568,10.7,102.8,53442,53442,29.72903219,93.83870968
경남고성군,Jun-19,2019,6,0,2709,2249551,9647,7590786,144.030936,807,4711,26208,26068,11.3,100.93,52836,52836,25.596774,94.61290323
경남고성군,Jul-19,2019,7,0,2699,2249551,9647,7590786,143.597502,807,4699,26208,26068,11.3,100.93,52677,52677,27.75,95.4
경남고성군,Aug-19,2019,8,1,2697,2249551,9647,7590786,143.393052,807,4693,26208,26068,11.3,100.93,52602,52602,30.27741903,95.12903226
경남고성군,Jun-20,2020,6,1,3058,2211309,13209,7590786,149.941034,844,4714,25760,25601,11.3,99.16,51811,51811,27.55625006,94.41935484
경남고성군,Jul-20,2020,7,0,3082,2211309,13209,7590786,149.726878,844,4715,25760,25601,11.3,99.16,51737,51737,25.94193548,97.2
경남고성군,Aug-20,2020,8,0,3074,2211309,13209,7590786,149.41722,844,4708,25760,25601,11.3,99.16,51630,51630,30.36206897,96.64516129
경남고성군,Jun-21,2021,6,0,3408,2225682,13061,7590786,152.799,864,4692,25297,25181,10.2,97.45,50933,50933,25.87096784,91.96774194
경남고성군,Jul-21,2021,7,1,3402,2225682,13061,7590786,152.682,864,4676,25297,25181,10.2,97.45,50894,50894,29.42666667,94.6
경남고성군,Aug-21,2021,8,0,3421,2225682,13061,7590786,152.409,864,4675,25297,25181,10.2,97.45,50803,50803,29.33225819,97.77419355
경남김해시,Jun-14,2014,6,4,11756,13225639,2483699,2275555,428.11888,922,22672,266361,260879,33.8,1137.86,175746.6667,527240,26.13225819,87.61290323
경남김해시,Jul-14,2014,7,15,11756,13225639,2483699,2275555,427.202944,922,22686,266361,260879,33.8,1137.86,175370.6667,526112,29.11000007,91.7
경남김해시,Aug-14,2014,8,1,11796,13225639,2483699,2275555,427.387268,922,22675,266361,260879,33.8,1137.86,175446.3333,526339,27.52903242,93.16129032
경남김해시,Jun-15,2015,6,2,11433,15064592,2547779,2348867,445.6361,908,22667,267227,261638,33,1141.37,175793.3333,527380,25.87419368,89.58064516
경남김해시,Jul-15,2015,7,12,11685,15064592,2547779,2348867,446.42195,908,22644,267227,261638,33,1141.37,132077.5,528310,28.46666667,90.8
경남김해시,Aug-15,2015,8,14,12500,15064592,2547779,2348867,446.706715,908,22641,267227,261638,33,1141.37,176215.6667,528647,30.47419358,90.61290323
경남김해시,Jun-16,2016,6,0,15056,15229177,2548320,2348867,466.510968,904,22806,267513,261909,35.2,1142.57,176308,528924,26.71935477,91.41935484
경남김해시,Jul-16,2016,7,9,15081,15229177,2548320,2348867,466.606224,904,22837,267513,261909,35.2,1142.57,176344,529032,30.6700002,92.8
경남김해시,Aug-16,2016,8,24,15073,15229177,2548320,2348867,466.484508,904,22868,267513,261909,35.2,1142.57,176298,528894,31.84838723,87.29032258
경남김해시,Jun-17,2017,6,0,14743,15681224,2800358,2348867,493.402119,904,23245,268959,263173,35.2,1148.42,106222.2,531111,27.94516132,87.35483871
경남김해시,Jul-17,2017,7,13,14660,15681224,2800358,2348867,493.759784,904,23299,268959,263173,35.2,1148.42,106299.2,531496,30.63666687,94.4
경남김해시,Aug-17,2017,8,3,14688,15681224,2800358,2348867,493.612073,904,23324,268959,263173,35.2,1148.42,106267.4,531337,30.39999968,90.48387097
경남김해시,Jun-18,2018,6,2,14957,15827827,2667613,2352228,521.58344,891,23831,269736,263936,36.3,1151.57,106445.6,532228,27.05483855,91.12903226
경남김해시,Jul-18,2018,7,40,14906,15827827,2667613,2352228,522.03522,891,23888,269736,263936,36.3,1151.57,106537.8,532689,32.47999987,89.56666667
경남김해시,Aug-18,2018,8,12,14888,15827827,2667613,2352228,522.4037,891,23940,269736,263936,36.3,1151.57,106613,533065,32.58064526,89.12903226
경남김해시,Jun-19,2019,6,1,18086,16058319,2962215,2352228,554.117529,833,24369,274336,268119,34.4,1170.47,107700.2,538501,26.86451594,88.80645161
경남김해시,Jul-19,2019,7,12,18228,16058319,2962215,2352228,554.931468,833,24377,274336,268119,34.4,1170.47,107858.4,539292,29.03999983,91.13333333
경남김해시,Aug-19,2019,8,11,18398,16058319,2962215,2352228,555.623985,833,24429,274336,268119,34.4,1170.47,107993,539965,31.34193548,91.19354839
경남김해시,Jun-20,2020,6,7,21099,15785328,2699432,2352228,594.41199,905,24694,274313,268025,31.7,1170.23,108568.4,542842,28.72500013,88.09677419
경남김해시,Jul-20,2020,7,3,21459,15785328,2699432,2352228,594.207225,905,24716,274313,268025,31.7,1170.23,108531,542655,26.68064529,97.16666667
경남김해시,Aug-20,2020,8,13,21646,15785328,2699432,2352228,594.07911,905,24754,274313,268025,31.7,1170.23,108507.6,542538,31.15517238,94.80645161
경남김해시,Jun-21,2021,6,2,24485,15887932,2571234,2352228,634.853016,905,24992,271899,265774,28.8,1159.97,107968.2,539841,26.91612919,91.64516129
경남김해시,Jul-21,2021,7,14,24573,15887932,2571234,2352228,634.424952,905,24988,271899,265774,28.8,1159.97,107895.4,539477,30.7599997,93.5
경남김해시,Aug-21,2021,8,4,24635,15887932,2571234,2352228,634.129776,905,25015,271899,265774,28.8,1159.97,179742,539226,30.52258068,95
경남남해군,Jun-14,2014,6,0,1881,710589,114151,2810009,154.091952,701,4765,22247,24391,6.9,130.45,46638,46638,24.43225813,90.41935484
경남남해군,Jul-14,2014,7,0,1886,710589,114151,2810009,155.241744,701,4765,22247,24391,6.9,130.45,46986,46986,27.33000003,93.73333333
경남남해군,Aug-14,2014,8,0,1889,710589,114151,2810009,154.82544,701,4745,22247,24391,6.9,130.45,46860,46860,26.903226,94.48387097
경남남해군,Jun-15,2015,6,0,1790,977764,114151,2810009,156.145726,740,4639,21878,23987,8.3,128.28,46238,46238,24.55806458,89.87096774
경남남해군,Jul-15,2015,7,3,1799,977764,114151,2810009,156.05117,740,4639,21878,23987,8.3,128.28,46210,46210,28.06666663,88.7
경남남해군,Aug-15,2015,8,4,1887,977764,114151,2810009,155.787764,740,4638,21878,23987,8.3,128.28,46132,46132,29.84838719,88.67741935
경남남해군,Jun-16,2016,6,0,2153,1017806,114151,2810009,156.675155,834,4555,21566,23563,8,126.21,45479,45479,25.9032259,89.09677419
경남남해군,Jul-16,2016,7,4,2154,1017806,114151,2810009,156.56147,834,4551,21566,23563,8,126.21,45446,45446,29.59999987,91.9
경남남해군,Aug-16,2016,8,5,2151,1017806,114151,2810009,156.289315,834,4545,21566,23563,8,126.21,45367,45367,32.40322571,85.70967742
경남남해군,Jun-17,2017,6,0,2022,1062429,7968,2684922,157.930934,783,4493,21348,23294,7.5,124.85,44854,44854,28.40322597,84.58064516
경남남해군,Jul-17,2017,7,6,2011,1062429,7968,2684922,157.814741,783,4490,21348,23294,7.5,124.85,44821,44821,31.7833332,94.93333333
경남남해군,Aug-17,2017,8,6,2013,1062429,7968,2684922,157.709111,783,4497,21348,23294,7.5,124.85,44791,44791,32.12258058,88.12903226
경남남해군,Jun-18,2018,6,1,1940,1102116,7968,2684922,159.390126,708,4484,21044,22946,7.5,123.04,44386,44386,27.95806442,91.25806452
경남남해군,Jul-18,2018,7,2,1938,1102116,7968,2684922,159.163893,708,4480,21044,22946,7.5,123.04,44323,44323,31.8366664,92.83333333
경남남해군,Aug-18,2018,8,2,1941,1102116,7968,2684922,158.883795,708,4474,21044,22946,7.5,123.04,44245,44245,32.07419368,90.09677419
경남남해군,Jun-19,2019,6,0,2163,1123864,364913,2689133,160.763993,873,4478,20988,22634,6.1,122,44057,44057,26.68064506,91.48387097
경남남해군,Jul-19,2019,7,1,2165,1123864,364913,2689133,160.48302,873,4463,20988,22634,6.1,122,43980,43980,28.41666647,92.9
경남남해군,Aug-19,2019,8,6,2154,1123864,364913,2689133,160.223941,873,4457,20988,22634,6.1,122,43909,43909,31.00967723,90.16129032
경남남해군,Jun-20,2020,6,0,2263,1104758,364913,2664027,160.856664,876,4397,20707,22251,8.8,120.15,43102,43102,27.54999997,91.74193548
경남남해군,Jul-20,2020,7,0,2294,1104758,364913,2664027,160.554372,876,4393,20707,22251,8.8,120.15,43021,43021,25.89354839,97.7
경남남해군,Aug-20,2020,8,4,2303,1104758,364913,2664027,160.40136,876,4391,20707,22251,8.8,120.15,42980,42980,30.68965528,95.12903226
경남남해군,Jun-21,2021,6,1,2460,1111939,364913,2664027,163.9466,853,4316,20450,21816,7.1,118.21,42650,42650,26.33225794,91.38709677
경남남해군,Jul-21,2021,7,2,2469,1111939,364913,2664027,163.646768,853,4315,20450,21816,7.1,118.21,42572,42572,29.93666677,94.56666667
경남남해군,Aug-21,2021,8,2,2480,1111939,364913,2664027,163.516072,853,4319,20450,21816,7.1,118.21,42538,42538,29.91935481,93.80645161
경남밀양시,Jun-14,2014,6,0,4543,2371730,1746175,60717,237.621825,889,8158,52759,55006,13.5,134.94,107765,107765,28.01612923,81.64516129
경남밀양시,Jul-14,2014,7,2,4560,2371730,1746175,60717,237.780585,889,8161,52759,55006,13.5,134.94,107837,107837,30.59666643,89.16666667
경남밀양시,Aug-14,2014,8,0,4558,2371730,1746175,60717,237.736485,889,8167,52759,55006,13.5,134.94,107817,107817,28.61935497,89.70967742
경남밀양시,Jun-15,2015,6,0,4390,2688732,1801725,60717,244.215972,904,8133,52786,55110,14.3,135.11,107679,107679,27.46129032,85.38709677
경남밀양시,Jul-15,2015,7,0,4437,2688732,1801725,60717,244.054944,904,8115,52786,55110,14.3,135.11,0,107608,29.32666673,91.46666667
경남밀양시,Aug-15,2015,8,0,4622,2688732,1801725,60717,244.12752,904,8120,52786,55110,14.3,135.11,0,107640,30.68709713,95.19354839
경남밀양시,Jun-16,2016,6,0,5342,2756863,1786266,60717,251.579976,883,8222,52992,55362,14.9,135.67,0,108067,27.94516103,91.83870968
경남밀양시,Jul-16,2016,7,0,5313,2756863,1786266,60717,251.731296,883,8257,52992,55362,14.9,135.67,0,108132,31.25333307,93.96666667
경남밀양시,Aug-16,2016,8,0,5332,2756863,1786266,60717,251.873304,883,8275,52992,55362,14.9,135.67,0,108193,33.01612913,92.96774194
경남밀양시,Jun-17,2017,6,0,5049,2893243,862919,96138,261.32604,900,8529,52692,55206,15.7,135.1,0,108120,29.53548406,90.16129032
경남밀양시,Jul-17,2017,7,1,5061,2893243,862919,96138,261.318789,900,8565,52692,55206,15.7,135.1,108117,108117,32.8266669,94.76666667
경남밀양시,Aug-17,2017,8,0,5103,2893243,862919,96138,261.016664,900,8583,52692,55206,15.7,135.1,107992,107992,31.816129,93.38709677
경남밀양시,Jun-18,2018,6,0,4982,3008573,893793,103252,270.790793,887,8727,52161,54583,15.3,133.66,107159,107159,28.44838723,91.38709677
경남밀양시,Jul-18,2018,7,14,4949,3008573,893793,103252,270.659389,887,8745,52161,54583,15.3,133.66,107107,107107,33.05666687,96.8
경남밀양시,Aug-18,2018,8,8,4953,3008573,893793,103252,270.573471,887,8776,52161,54583,15.3,133.66,107073,107073,32.71290348,98.35483871
